2017 International Subject Based Fees Fees, EFTSL values and Census Dates
MIIM20001 1 Principles of Microbiology & Immunology Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
MIIM20002 1 Microbes, Infections and Responses Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,960.00
MIIM30002 1 Principles of Immunology Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
MIIM30003 1 Medical and Applied Immunology Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,960.00
MIIM30011 2 Medical Microbiology: Bacteriology Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $9,840.00
MIIM30014 2 Medical Microbiology: Virology Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $9,840.00
MIIM30015 1 Techniques in Immunology Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,960.00
MIIM30016 1 Techniques in Microbiology Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
MIIM40002 2 Advanced Microbiology and Immunology I Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
MIIM40005 2 Micro & Immuno Research Project Part 1 Semester 1 Semester 1 Parkville 0.25 31‐Mar‐17 $9,920.00
MIIM40006 2 Micro & Immuno Research Project Part 2 Semester 2 Semester 2 Parkville 0.5 31‐Aug‐17 $19,840.00
MIIM40007 1 Advanced Microbiology and Immunology II Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
MIIM70001 1 MRes Thesis RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $35,296.00
MIIM70001 1 MRes Thesis RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $35,296.00
MIIM70002 1 MPhil Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $35,296.00
MIIM70002 1 MPhil Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $35,296.00
MIIM80001 1 PhD Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $35,296.00
MIIM80001 1 PhD Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $35,296.00
MIIM90006 1 DMedSc‐Thesis Microbiology & Immunology RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $59,648.00
MIIM90006 1 DMedSc‐Thesis Microbiology & Immunology RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $59,648.00
MKTG10001 1 Principles of Marketing Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MKTG10001 1 Principles of Marketing Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
MKTG10001 1 Principles of Marketing Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $4,908.00
MKTG20001 1 Consumer Behaviour Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MKTG20004 2 Market and Business Research Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
MKTG20006 1 Brand Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MKTG20007 2 Entrepreneurial Marketing Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
MKTG20008 1 Strategic Marketing Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
MKTG20009 1 Global Marketing Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MKTG30003 1 Service and Relationship Marketing Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MKTG30006 1 Retail Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MKTG30008 1 Neuromarketing Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,744.00
MKTG30009 3 Digital Marketing Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
MKTG30010 1 Advertising and Promotions Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,908.00
MKTG30011 1 Product Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MKTG30012 1 Business Ethics Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,908.00
MKTG90001 1 Retail Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MKTG90002 1 Product Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MKTG90003 1 Public Relations Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MKTG90004 1 Marketing Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MKTG90004 1 Marketing Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MKTG90004 1 Marketing Management Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $5,052.00
MKTG90005 1 Marketing Strategy Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MKTG90005 1 Marketing Strategy Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MKTG90006 1 Brand Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MKTG90007 3 Service Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MKTG90008 1 Consumer Behaviour Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MKTG90008 1 Consumer Behaviour Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MKTG90009 1 Advertising Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MKTG90011 1 Marketing Research Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MKTG90011 1 Marketing Research Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MKTG90012 1 International Marketing Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MKTG90012 1 International Marketing Management Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MKTG90017 2 Digital Business and Marketing Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MKTG90022 2 Commercialisation of Science Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MKTG90023 1 Advanced Consumer Behaviour Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MKTG90024 1 Advanced Marketing Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MKTG90026 1 Marketing Metrics Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MKTG90031 1 Minor Thesis ‐ Marketing Communications Semester 1 Semester 1 Parkville 0.1875 31‐Mar‐17 $5,958.00
MKTG90031 1 Minor Thesis ‐ Marketing Communications Semester 2 Semester 2 Parkville 0.1875 31‐Aug‐17 $5,958.00
MKTG90032 2 Applied Syndicate Project Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MKTG90032 2 Applied Syndicate Project Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MKTG90033 1 Neuromarketing Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MKTG90037 1 Managing for Value Creation Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MKTG90037 1 Managing for Value Creation Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $5,052.00
MKTG90037 1 Managing for Value Creation Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $5,052.00
MULT10001 2 Aboriginalities Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,716.00
MULT10011 2 Introduction to Life, Earth and Universe Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,960.00
MULT10013 2 Sustainability in Developing Communities Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,872.00
MULT10014 2 Identity Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,716.00
MULT10015 1 Language Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,716.00
MULT10016 1 Reason Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,716.00
MULT10017 1 Representation Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,716.00
MULT10018 2 Power Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,716.00
MULT20003 2 Critical Analytical Skills Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,716.00
MULT20008 1 Australian Indigenous Politics Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,716.00
MULT20010 1 Arts Internship Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,716.00
MULT20010 1 Arts Internship Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,716.00
MULT20010 1 Arts Internship Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $3,716.00
MULT20011 5 Communicating Science and Technology Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $4,960.00
MULT20012 2 Community Volunteering Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,716.00
MULT20012 2 Community Volunteering Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,716.00
MULT20013 2 Australia Now Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,716.00
MULT20013 2 Australia Now Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,716.00
MULT20014 2 Community Volunteering ‐ Global June June Parkville 0.125 30‐Jun‐17 $3,716.00
MULT20014 2 Community Volunteering ‐ Global Summer Term Summer Term Parkville 0.125 6‐Jan‐17 $3,716.00
MULT30014 3 Leading Change in a Complex World Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $4,872.00
MULT30015 1 Independent Research Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,668.00
MULT30015 1 Independent Research Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,668.00
MULT30015 1 Independent Research Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $3,668.00
MULT30015 1 Independent Research Winter Term Winter Term Parkville 0.125 7‐Jul‐17 $3,668.00
MULT30017 2 Indigenous People and Social Control Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,716.00
MULT30018 2 Applied Research Methods Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,716.00
MULT30019 1 Arts Internship Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,716.00
MULT30019 1 Arts Internship Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,716.00
MULT30019 1 Arts Internship Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $3,716.00
MULT30020 2 Community Volunteering Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,716.00
MULT30020 2 Community Volunteering Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,716.00
MULT30021 3 Community Volunteering ‐ Global June June Parkville 0.125 30‐Jun‐17 $3,716.00
MULT30021 3 Community Volunteering ‐ Global Summer Term Summer Term Parkville 0.125 6‐Jan‐17 $3,716.00
MULT40007 1 Special Research Topics Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,716.00
MULT40008 1 Special Research Subject A Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,716.00
MULT40008 1 Special Research Subject A Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,716.00
MULT50001 2 Research Principles and Practices Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,972.00
MULT50001 2 Research Principles and Practices Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,972.00
MULT50002 2 Indigenous Peoples in Global Context February February Parkville 0.125 17‐Feb‐17 $3,972.00
MULT70004 1 MRes Thesis RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $30,400.00
MULT70004 1 MRes Thesis RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $30,400.00
MULT70005 1 Research Project (Indig. Arts & Culture) RHD First Half Year RHD First Half Year Southbank 1 30‐Jun‐17 $30,400.00
MULT70005 1 Research Project (Indig. Arts & Culture) RHD Second Half Year RHD Second Half Year Southbank 1 31‐Dec‐17 $30,400.00
MULT80001 1 Doctor of Visual and Performing Arts RHD First Half Year RHD First Half Year Southbank 1 30‐Jun‐17 $30,400.00
MULT80001 1 Doctor of Visual and Performing Arts RHD Second Half Year RHD Second Half Year Southbank 1 31‐Dec‐17 $30,400.00
MULT80002 1 PhD Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $30,400.00
MULT80002 1 PhD Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $30,400.00
MULT90002 1 Supervised Reading (Asia Institute) Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,972.00
MULT90002 1 Supervised Reading (Asia Institute) Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,972.00
MULT90004 4 Sustainability Governance and Leadership July July Parkville 0.125 18‐Aug‐17 $4,412.00
MULT90004 4 Sustainability Governance and Leadership March March Parkville 0.125 24‐Mar‐17 $4,412.00
MULT90005 3 Interdisciplinarity and the Environment March March Parkville 0.125 24‐Mar‐17 $3,944.00
MULT90005 3 Interdisciplinarity and the Environment Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,944.00
MULT90009 1 MPhil Research RHD First Half Year RHD First Half Year Parkville 1 30‐Jun‐17 $31,776.00
MULT90009 1 MPhil Research RHD Second Half Year RHD Second Half Year Parkville 1 31‐Dec‐17 $31,776.00
MULT90014 1 Business Risk Management Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $5,052.00
MULT90014 1 Business Risk Management Winter Term Winter Term Parkville 0.125 7‐Jul‐17 $5,052.00
MULT90015 4 The Futures Project August August Parkville 0.25 15‐Sep‐17 $7,944.00
MULT90016 3 Ethical Leadership July July Parkville 0.25 4‐Aug‐17 $7,944.00
MULT90018 2 Internship I (Placement Only) Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,972.00
MULT90018 2 Internship I (Placement Only) Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,972.00
MULT90019 2 Internship II (Semester Long) Semester 1 Semester 1 Parkville 0.25 31‐Mar‐17 $7,600.00
MULT90019 2 Internship II (Semester Long) Semester 2 Semester 2 Parkville 0.25 31‐Aug‐17 $7,600.00
MULT90022 3 Indigenous Research February February Parkville 0.25 3‐Mar‐17 $10,792.00
MULT90025 2 Internship II (Year Long) Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,800.00
MULT90025 2 Internship II (Year Long) Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,800.00
MULT90028 1 GSHSS Advanced Special Study Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,972.00
MULT90029 1 Research Project IAP RHD First Half Year RHD First Half Year Southbank 1 30‐Jun‐17 $30,400.00
MULT90029 1 Research Project IAP RHD Second Half Year RHD Second Half Year Southbank 1 31‐Dec‐17 $30,400.00
MULT90032 1 Researching the Past July July Parkville 0.0625 11‐Aug‐17 $1,986.00
MULT90032 1 Researching the Past Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,986.00
MULT90033 1 Researching Texts July July Parkville 0.0625 11‐Aug‐17 $1,986.00
MULT90033 1 Researching Texts Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,986.00
MULT90034 1 Researching Society and Culture July July Parkville 0.0625 11‐Aug‐17 $1,986.00
MULT90034 1 Researching Society and Culture Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,986.00
MULT90035 1 Researching Images July July Parkville 0.0625 11‐Aug‐17 $1,986.00
MULT90035 1 Researching Images Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,986.00
MULT90036 1 Researching Ideas July July Parkville 0.0625 11‐Aug‐17 $1,986.00
MULT90036 1 Researching Ideas Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,986.00
MULT90037 2 Researching Media and Culture July July Parkville 0.0625 11‐Aug‐17 $1,986.00
MULT90037 2 Researching Media and Culture Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,986.00
MULT90038 1 Researching Politics and Policy July July Parkville 0.0625 11‐Aug‐17 $1,986.00
MULT90038 1 Researching Politics and Policy Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,986.00
MULT90039 1 Researching Language July July Parkville 0.0625 11‐Aug‐17 $1,986.00
MULT90039 1 Researching Language Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,986.00
MULT90041 2 Translation in Research August August Parkville 0.0625 25‐Aug‐17 $1,986.00
MULT90044 2 The Art & Practice of the Personal Essay May May Parkville 0.0625 19‐May‐17 $1,986.00
MULT90054 2 Quantitative Methods August August Parkville 0.0625 25‐Aug‐17 $1,986.00
MULT90055 1 Advanced Qualitative Methods May May Parkville 0.0625 19‐May‐17 $1,986.00
MULT90056 3 Digital Humanities:Working with Archives August August Parkville 0.0625 25‐Aug‐17 $1,986.00
MULT90059 1 Social Enterprise Incubator Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,972.00
MULT90060 1 Communicating Agricultural Sciences Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,800.00
MULT90061 1 Internship II (Year Long) Part 1 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,800.00
MULT90061 1 Internship II (Year Long) Part 1 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,800.00
MULT90062 1 Internship II (Year Long) Part 2 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,800.00
MULT90062 1 Internship II (Year Long) Part 2 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,800.00
MUSI10001 1 Language and Diction German Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI10002 4 Language and Diction: Italian Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI10004 1 Computing for Musicians Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI10011 1 Music Performance 1D Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI10011 1 Music Performance 1D Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI10012 1 Music Performance 2D Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI10012 1 Music Performance 2D Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI10016 1 Art of Piano Teaching Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI10017 3 Riffs: Guitar Cultures & Practice 1 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI10017 3 Riffs: Guitar Cultures & Practice 1 Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $3,348.00
MUSI10021 3 African Music and Dance Ensemble 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI10021 3 African Music and Dance Ensemble 1 Summer Term Summer Term Parkville 0.0625 13‐Jan‐17 $1,674.00
MUSI10022 2 African Music and Dance Ensemble 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI10022 2 African Music and Dance Ensemble 2 Summer Term Summer Term Parkville 0.0625 13‐Jan‐17 $1,674.00
MUSI10023 1 Music Language 1: the Diatonic World Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI10023 1 Music Language 1: the Diatonic World Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $3,348.00
MUSI10037 2 Music in Everyday Life Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI10041 1 Baroque Ensemble 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI10042 1 Baroque Ensemble 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI10047 2 Music History 1: Monteverdi to Mozart Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI10052 1 Brass Ensemble 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI10053 1 Brass Ensemble 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI10056 1 Early Voices 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI10057 1 Early Voices 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI10058 2 Conservatorium Choir 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI10059 2 Conservatorium Choir 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI10060 2 Orchestral Ensembles 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI10061 2 Orchestral Ensembles 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI10066 2 Guitar Ensemble 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI10067 2 Guitar Ensemble 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI10068 3 String Ensemble 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI10069 4 String Ensemble 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI10076 1 Piano Duo and Duet 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI10092 1 Vocal Ensemble 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI10093 1 Vocal Ensemble 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI10148 4 African Music and Dance Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI10148 4 African Music and Dance Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI10148 4 African Music and Dance Summer Term Summer Term Parkville 0.125 13‐Jan‐17 $3,348.00
MUSI10159 1 Choir 1 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI10162 1 Choir 2 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI10173 2 Guitar Group 1 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI10174 2 Guitar Group 2 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI10177 2 Singing 1 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI10178 2 Singing 2 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI10179 3 Making Music For Film And Animation 1 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI10180 2 Contextual Studies 1 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI10181 2 Ensemble Studies 1 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI10182 2 Individual Performance Studies 1 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI10184 3 Pop Song Writing 1 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI10184 3 Pop Song Writing 1 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI10191 2 Interactive Composition 1 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI10192 2 Ensemble Studies 2 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI10192 2 Ensemble Studies 2 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI10193 2 Contextual Studies 2 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI10193 2 Contextual Studies 2 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI10194 2 Interactive Composition 2 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI10195 2 Music Making Laboratory 1 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI10196 2 Music Making Laboratory 2 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI10197 2 Individual Performance Studies 2 Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI10197 2 Individual Performance Studies 2 Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI10199 2 Do You Hear The People Sing? Winter Term Winter Term Southbank 0.125 14‐Jul‐17 $3,348.00
MUSI10202 3 Jazz: The Improvisatory Spirit Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI10204 3 Audiation through Solfège Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI10206 3 Medieval and Renaissance Ensemble 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI10207 3 Medieval and Renaissance Ensemble 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI10215 1 Alexander Technique for Daily Function Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI10219 1 Rock Music: From Roots to Retro Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI10220 1 Practical Music 1 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI10220 1 Practical Music 1 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI10221 1 Practical Music 2 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI10221 1 Practical Music 2 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI10222 1 The Wellbeing Orchestra Semester 1 Semester 1 Southbank 0.125 31‐Mar‐17 $3,348.00
MUSI10222 1 The Wellbeing Orchestra Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI10223 1 Sound in Performance Semester 2 Semester 2 Southbank 0.125 31‐Aug‐17 $3,348.00
MUSI20008 1 Music Technology Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20013 2 Chamber Music 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20013 2 Chamber Music 1 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20014 2 Chamber Music 2 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20014 2 Chamber Music 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20025 2 Minor Music Performance 1 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20025 2 Minor Music Performance 1 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20026 2 Minor Music Performance 2 Semester 1 Semester 1 Parkville 0.0625 31‐Mar‐17 $1,674.00
MUSI20026 2 Minor Music Performance 2 Semester 2 Semester 2 Parkville 0.0625 31‐Aug‐17 $1,674.00
MUSI20055 1 Composition 1 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20055 1 Composition 1 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
MUSI20056 1 Composition 2 Semester 1 Semester 1 Parkville 0.125 31‐Mar‐17 $3,348.00
MUSI20056 1 Composition 2 Semester 2 Semester 2 Parkville 0.125 31‐Aug‐17 $3,348.00
